EXCHANGE%3DNYSE
MARKET_OPEN_MINUTE=570
MARKET_CLOSE_MINUTE=960
INTERVAL=604800
COLUMNS=DATE,CLOSE,HIGH,LOW,OPEN,VOLUME,CDAYS
DATA=
TIMEZONE_OFFSET=-300
a828651600,13.3824,13.4241,12.987,0.0000,51013800,5
TIMEZONE_OFFSET=-240
a829339200,12.7997,13.2784,12.3418,0.0000,87994002,5
1,13.1743,13.32,12.8413,0.0000,74509896,5
2,12.9662,13.32,12.9038,0.0000,54963396,5
3,12.8205,13.0911,12.7581,0.0000,60463704,5
4,12.9454,13.0078,12.4251,0.0000,70094304,5
5,13.5281,13.653,12.8829,0.0000,70675596,5
6,14.1525,14.2566,13.5906,0.0000,93200604,5
7,13.7779,14.1941,13.6114,0.0000,52371804,5
8,14.2982,14.4439,13.6322,0.0000,76377696,5
9,14.2774,14.4231,14.0484,0.0000,62046294,5
10,14.4855,14.4855,14.0901,0.0000,85049298,5
11,14.4439,14.6728,14.2774,0.0000,77253402,5
12,14.2566,14.6312,14.2149,0.0000,42088200,5
13,13.986,14.2774,13.6946,0.0000,64743000,5
14,13.6738,13.986,12.987,0.0000,92628300,5
15,13.5489,13.6114,12.9662,0.0000,73624596,5
16,14.3398,14.3814,13.2368,0.0000,60481698,5
17,13.9444,14.4855,13.9236,0.0000,46314096,5
18,14.1317,14.2566,13.9236,0.0000,47744202,5
19,14.2774,14.3398,13.9652,0.0000,51492396,5
20,13.8403,14.4439,13.8403,0.0000,50604198,5
21,14.1109,14.1733,13.6114,0.0000,46246302,5
22,14.7144,14.8185,14.0901,0.0000,68012700,5
23,14.8393,14.9642,14.4023,0.0000,71136204,5
24,15.2348,15.318,14.6312,0.0000,72669594,5
25,15.5678,15.6094,15.0683,0.0000,51761502,5
26,15.7134,15.7343,15.2972,0.0000,45323100,5
27,15.8383,16.0048,15.651,0.0000,59315298,5
28,15.9632,16.2338,15.7967,0.0000,51418098,5
TIMEZONE_OFFSET=-300
a846882000,16.0881,16.1921,15.7759,0.0000,54949002,5
1,17.0038,17.1703,16.0881,0.0000,73362894,5
2,17.3576,17.6698,16.8581,0.0000,69151908,5
3,16.8165,17.3784,16.8165,0.0000,67108098,5
4,17.316,17.3784,16.7957,0.0000,53955000,5
5,16.2962,17.2952,15.8175,0.0000,113607702,5
6,16.1089,16.5668,15.9216,0.0000,105979494,5
7,17.0246,17.4617,15.7759,0.0000,127715304,5
8,17.0663,17.3368,16.6708,0.0000,35391600,5
9,16.5043,17.1703,15.9632,0.0000,71740500,5
10,16.8789,16.9622,16.3378,0.0000,83268402,5
11,17.2536,17.4825,16.7957,0.0000,91618596,5
12,16.9622,17.9612,16.8789,0.0000,97365798,5
13,17.2328,17.7947,16.6084,0.0000,102032496,5
14,17.4825,17.5658,16.983,0.0000,80782698,5
15,17.7114,17.9612,17.1703,0.0000,75842700,5
16,17.5033,18.0444,17.4617,0.0000,62428200,5
17,17.1287,17.8363,17.1079,0.0000,71236602,5
18,17.5449,17.6282,16.8581,0.0000,75178902,5
19,17.1495,17.8571,17.1079,0.0000,67029396,5
20,17.1079,17.3784,16.983,0.0000,72397098,5
a859496400,16.8581,17.7947,16.5459,0.0000,64528500,5
a860187600,16.7957,16.8373,16.1713,0.0000,123019800,5
TIMEZONE_OFFSET=-240
a860788800,16.2962,17.0871,16.2338,0.0000,67251000,5
1,17.4409,17.6282,16.1713,0.0000,84087198,5
2,17.7323,18.0653,17.2536,0.0000,77707998,5
3,18.8353,18.8978,17.6698,0.0000,77504502,5
4,19.3973,19.647,18.8353,0.0000,100979004,5
5,20.1465,20.7709,19.3556,0.0000,105700299,5
6,20.4379,21.0623,19.98,0.0000,79578699,5
7,20.1049,20.6044,20.0216,0.0000,52097400,5
8,20.7293,20.7293,19.9384,0.0000,57986400,5
9,22.0196,22.1861,20.8125,0.0000,63309597,5
10,22.5191,22.7273,21.8531,0.0000,63869001,5
11,21.7491,22.6024,21.312,0.0000,66837798,5
a867960000,23.1019,23.1019,21.5826,0.0000,47129700,5
a868651200,23.5181,23.6014,22.5608,0.0000,78606402,5
1,23.6846,25.2456,23.3933,0.0000,70775196,5
2,24.0801,24.309,23.1227,0.0000,64904901,5
3,23.0186,24.2882,22.6856,0.0000,64681698,5
4,22.3318,23.4973,22.1445,0.0000,80994297,5
5,21.1039,22.8938,20.8958,0.0000,90042900,5
6,21.6034,22.644,20.8958,0.0000,95274399,5
7,20.8333,21.8739,20.4171,0.0000,80676603,5
8,22.0613,22.5399,21.1455,0.0000,63708699,5
9,22.0613,22.5816,21.1455,0.0000,68717202,5
10,23.3724,23.9344,22.0613,0.0000,87008304,5
11,22.7481,23.6222,22.2278,0.0000,58047999,5
12,22.9978,23.6014,22.5399,0.0000,55598298,5
13,23.2684,23.976,23.1227,0.0000,62898801,5
14,23.1019,23.6222,22.311,0.0000,57345903,5
15,21.9572,23.5806,21.5618,0.0000,82016199,5
TIMEZONE_OFFSET=-300
a878331600,21.5201,22.4775,19.647,0.0000,124732200,5
1,22.5608,23.31,21.978,0.0000,77855601,5
2,23.0811,23.3308,21.8739,0.0000,67296303,5
3,24.2258,24.4755,23.1019,0.0000,75394002,5
4,24.6004,24.8918,23.7679,0.0000,39592899,5
5,24.4547,25.0166,23.976,0.0000,64734702,5
6,24.0593,24.8918,23.8928,0.0000,59074401,5
7,24.309,25.4953,23.4141,0.0000,73984602,5
8,23.5806,24.7461,23.5806,0.0000,34328298,5
9,24.642,24.7669,23.8719,0.0000,36674199,5
10,24.1217,25.0999,23.643,0.0000,66464196,5
11,24.4339,24.9334,23.3933,0.0000,74983002,5
12,24.6628,25.308,24.4131,0.0000,59937501,5
13,25.8075,25.9324,24.642,0.0000,72380400,5
14,25.8699,26.1821,25.4121,0.0000,73616499,5
15,25.9116,26.2862,25.4537,0.0000,54775902,5
16,26.0364,26.2862,25.6826,0.0000,41221899,5
17,25.8908,26.0573,25.3288,0.0000,53908401,5
18,26.0573,26.1197,25.0583,0.0000,66298800,5
19,26.0781,26.4319,25.8075,0.0000,54113502,5
20,27.1811,27.2019,26.2029,0.0000,59431203,5
21,27.8055,28.1177,26.7233,0.0000,60794001,5
22,29.0959,29.7827,27.8679,0.0000,74064900,5
TIMEZONE_OFFSET=-240
a892152000,28.8045,29.5121,28.6588,0.0000,45921300,5
a892843200,29.0543,29.2104,28.2426,0.0000,54331800,5
1,27.9304,29.0334,27.639,0.0000,56883000,5
2,28.305,28.5964,26.8689,0.0000,60178401,5
3,27.7014,28.638,27.2228,0.0000,49648599,5
4,27.5141,28.4091,27.2852,0.0000,56967903,5
5,28.305,28.7213,26.973,0.0000,64795101,5
6,27.7639,28.5964,27.2019,0.0000,48606597,5
7,28.2218,28.2426,26.9314,0.0000,56033301,5
8,28.3883,28.9086,27.8471,0.0000,62803299,5
9,28.971,29.5329,27.8888,0.0000,80854695,5
10,29.9908,30.1157,28.6588,0.0000,54419001,5
a899409600,30.2822,30.636,29.9908,0.0000,43159398,5
a900100800,31.2396,32.0304,30.1157,0.0000,65312598,5
1,32.1969,32.2594,31.1563,0.0000,70890801,5
2,30.5319,32.1761,29.9076,0.0000,86970201,5
3,29.7827,30.8858,29.3248,0.0000,70740603,5
4,29.3456,30.3238,28.4507,0.0000,92213802,5
5,29.1167,29.9284,28.5339,0.0000,67463697,5
6,29.8451,30.6152,28.8045,0.0000,66547401,5
7,28.5964,30.5319,28.2218,0.0000,88027002,5
8,25.2664,29.1167,24.1841,0.0000,145714701,5
9,26.3903,27.7223,25.0166,0.0000,110101200,5
10,25.9324,27.1395,25.4745,0.0000,124276299,5
11,27.6598,28.0553,25.0166,0.0000,99221898,5
12,25.0999,28.2842,23.5181,0.0000,124217697,5
13,24.1425,25.2872,22.977,0.0000,159803199,5
14,27.9096,28.0553,24.4755,0.0000,118734000,5
15,28.8253,28.9086,27.2644,0.0000,83595501,5
TIMEZONE_OFFSET=-300
a909781200,29.1375,29.6162,27.9928,0.0000,72444501,5
1,30.0949,30.3654,29.0543,0.0000,67277601,5
2,29.3664,30.1365,28.6796,0.0000,57750195,5
3,30.8649,30.9274,29.5746,0.0000,70029402,5
4,30.7401,31.5101,30.7193,0.0000,39844200,5
5,30.0116,30.6776,29.304,0.0000,65076003,5
6,29.6578,30.4903,28.8669,0.0000,64698600,5
7,32.2594,32.301,28.7004,0.0000,98496303,5
a914533200,33.6122,33.966,32.2594,0.0000,41501199,5
1,33.966,34.6112,33.4873,0.0000,35221299,5
a915829200,34.0909,34.9234,33.1335,0.0000,72891600,5
1,33.5498,34.0909,31.3228,0.0000,88394802,5
2,32.5924,34.0284,32.4259,0.0000,62239998,5
3,34.9234,34.965,32.634,0.0000,71695401,5
4,32.634,34.9442,32.1345,0.0000,76647699,5
5,32.5091,33.3416,31.8848,0.0000,65401197,5
6,33.4249,33.7787,32.4051,0.0000,52775202,5
7,33.4041,34.7985,32.6548,0.0000,80005998,5
8,34.5279,34.5904,32.4883,0.0000,71302002,5
9,35.7559,36.1929,34.5071,0.0000,98304198,5
10,37.296,37.6082,35.9016,0.0000,87871902,5
11,35.9016,37.2336,35.2148,0.0000,62020200,5
a923000400,37.1711,38.0244,35.964,0.0000,58929099,5
TIMEZONE_OFFSET=-240
a923688000,37.3584,38.2326,37.1711,0.0000,66876600,5
1,37.0463,39.1067,36.6092,0.0000,86840901,5
2,37.5874,38.2534,33.4665,0.0000,96871503,5
3,35.0899,38.2742,34.5279,0.0000,82948302,5
4,36.6092,36.9214,34.3823,0.0000,93524598,5
5,35.2772,37.2128,34.9442,0.0000,70289199,5
6,34.6736,36.4011,34.1533,0.0000,71577804,5
7,33.8619,35.1107,33.3833,0.0000,80922297,5
8,34.9234,34.965,33.3833,0.0000,53085900,5
9,33.7475,35.0483,33.2376,0.0000,60577101,5
10,35.8183,36.1929,33.633,0.0000,71469900,5
11,34.7777,35.8599,34.3614,0.0000,61824300,5
12,37.5249,37.629,35.0274,0.0000,70997700,5
13,39.0026,39.5438,37.2544,0.0000,78203100,5
14,39.5854,39.627,38.0244,0.0000,63386502,5
15,38.3574,39.96,37.9412,0.0000,60495399,5
16,36.297,38.9194,36.1929,0.0000,56727900,5
17,35.631,36.6092,34.965,0.0000,64437402,5
18,35.8808,36.1097,34.1533,0.0000,60677301,5
19,37.5666,37.6082,36.0264,0.0000,55280799,5
20,38.8153,39.8559,37.629,0.0000,69547098,5
21,38.7633,38.9194,37.0879,0.0000,59637201,5
22,39.6894,40.293,39.1483,0.0000,61094598,5
23,39.96,39.96,38.3366,0.0000,58588701,5
24,39.294,40.7925,38.5031,0.0000,75736602,5
25,39.0859,40.3138,38.3783,0.0000,82471299,5
26,41.5418,41.6874,39.3564,0.0000,92127300,5
27,38.5448,41.4377,38.4615,0.0000,87559200,5
28,41.8331,42.0204,38.1701,0.0000,83036799,5
29,45.1215,45.3921,41.1671,0.0000,92784399,5
TIMEZONE_OFFSET=-300
a941835600,44.5388,44.8926,42.6864,0.0000,80378100,5
1,45.0799,45.2256,43.8936,0.0000,49322499,5
2,45.8499,47.0571,44.6844,0.0000,77550999,5
3,45.1631,46.7449,45.1631,0.0000,42330300,5
4,45.3713,46.2454,43.2484,0.0000,72945600,5
5,49.0967,49.2424,45.288,0.0000,82693398,5
6,50.616,51.4069,47.8688,0.0000,142102098,5
a945982800,52.4475,53.0303,50.5536,0.0000,72900300,5
a946674000,51.5318,53.1135,51.2196,0.0000,46882803,5
1,50.283,51.1779,47.4733,50.949,111282501,5
2,50.283,51.5942,49.8043,50.8449,82029798,5
3,47.9936,50.2622,47.4941,49.7419,87357600,5
4,44.8301,48.5972,44.4971,48.3891,117227397,5
5,47.2028,47.6606,44.3098,44.622,108947997,5
6,44.5388,47.2028,44.3306,47.1819,92559201,5
7,41.6666,46.287,41.625,44.5388,111430899,5
8,41.958,44.2682,41.6458,42.0413,103061202,5
9,46.4119,46.7865,41.958,41.958,119837898,5
10,43.8728,46.4535,42.3534,0.0000,111493404,5
11,46.5992,47.0987,42.0413,42.957,126120798,5
12,52.7805,53.28,45.8291,46.5784,128603400,5
13,51.8231,54.9034,51.5318,52.5308,125233701,5
TIMEZONE_OFFSET=-240
a955137600,52.8221,53.2176,48.9926,51.6983,100068099,5
1,49.4505,54.5704,47.6398,53.0719,111637500,5
a956260800,52.614,52.7805,47.9104,48.0769,88564899,5
a956952000,52.3643,55.9232,52.0521,52.281,102536199,5
1,52.1353,53.946,50.8658,52.947,77187999,5
2,52.4375,52.875,50.0625,52.125,64032700,5
3,51.875,55.1875,51,52.3125,67261800,5
4,49.5625,51.875,48.75,51.875,63070300,5
5,52.6875,54,49.375,49.8125,52125100,5
6,49.25,52.4375,49.25,52,47088000,5
7,51.125,52.1875,48.4375,50,18899100,5
8,49.5,51.9375,47.9375,50.8125,10190500,5
9,52.25,53,49.0625,49.375,62136700,5
10,51.3125,52.5,49.5,52.5,9937800,5
11,52.1875,54,51.125,51.3125,63059300,5
12,54.125,54.75,51.5625,51.5625,64003900,5
13,50.9375,54.625,50.375,54.1875,60817200,5
14,52.75,53.875,51.1875,51.625,67509400,5
15,56.5625,57.375,52,52.125,12044100,5
16,56.375,57.375,55.75,56.375,44501500,5
17,59.375,59.5625,56.0625,56.6875,47188900,5
18,58.125,60.5,57.125,0.0000,50566200,5
19,59.875,60,57.938,58.438,42730600,5
20,56.75,60.063,56.375,59.5,57677400,5
21,57.313,58.375,55,56.688,14206300,5
22,57.813,59.75,56.875,57,61312000,5
23,59.438,59.938,57.75,58,61140400,5
24,57,59.813,54,59.125,71814200,5
25,52.5,57.875,51.625,57,79218600,5
26,52.5,53.875,49,51.5,179623400,5
TIMEZONE_OFFSET=-300
a973285200,53.25,55,52.25,52.438,77569900,5
1,54.125,55.25,53.125,53.563,54880000,5
2,51.938,53.563,50.5,52,66981100,5
3,49.375,51.938,48.375,51.25,55422800,5
4,51,51.5,47.938,50.125,81476900,5
5,55,55.563,50.813,51,74717600,5
6,49.813,56.188,49.25,55.188,109387400,5
7,48.875,51.438,46.875,50.563,80599900,5
8,47.938,49.75,47.625,48.625,44570100,5
9,47.313,48.75,42.625,46.75,124176400,5
10,45.688,47.25,43.188,47.25,107783300,5
11,47,48.5,45.625,45.688,82294000,5
12,44.625,47.375,44.563,46.875,108231300,5
13,46.28,46.95,44,44.87,96892000,5
14,45.66,48.15,45.39,46.38,85750200,5
15,47,48.1,45.66,45.66,83662000,5
16,46.18,48.45,45.02,47.2,84529500,5
17,44.57,48.24,44.52,47,115418200,5
18,43.81,46.6,43.45,44.75,82399500,5
19,40.55,43.3,38.64,43,190523900,5
20,39.99,42.1,36.42,40.7,167760700,5
21,41.86,42.24,40.05,40.5,148041100,5
TIMEZONE_OFFSET=-240
a986587200,41.17,42.65,39.04,41.52,122117800,5
a987105600,44.7,44.7,41.22,41.44,80110400,5
a987796800,48.1,48.55,43.91,44.53,113360600,5
1,49.95,50,45.89,47.75,89371800,5
2,49.93,50.01,47.51,49.99,84743400,5
3,49.01,50.4,48.51,49.93,74539900,5
4,52.99,52.99,48.79,49.01,88726300,5
5,49.95,53.55,49.55,52.99,77529600,5
6,49,50.55,48,50.39,13436900,5
7,48.14,49.62,47.79,49.1,69851000,5
8,48.81,50.21,46.26,47.85,189569100,5
9,51.86,52.43,48.54,49,128255500,5
10,49,52.61,47.39,51.7,158432300,5
11,46.89,50.2,46.6,48.92,23443700,5
12,47.45,47.75,44.3,46.9,100749500,5
13,46.63,47.5,45.39,47.15,73679500,5
14,44.65,46.62,43.15,46.5,106447900,5
15,42.75,44.9,41.9,44.55,103918000,5
16,42.57,42.98,41.26,42.4,87184100,5
17,40.8,43.11,40.35,42.5,15667600,5
18,41.99,42.26,40.29,41,13488500,5
19,40.98,42.56,39.84,42,77438800,5
20,39.66,42.17,39.34,40.9,80885000,5
a1000152000,39.35,40.16,38.95,39.01,24057700,5
a1001102400,31.3,37.2,28.5,35.5,304828000,5
1,37.2,38.85,32.75,33.75,193835700,5
2,37.45,38.8,35.5,37.3,121494500,5
3,39,39.49,36.25,36.75,93563700,5
4,37.25,39.25,35.1,38.55,82470300,5
5,38.88,39,36.04,37.15,88486300,5
TIMEZONE_OFFSET=-300
a1004734800,37.96,38.75,36.05,38.65,77694500,5
1,40.41,40.48,38.44,38.6,78795400,5
2,40.85,41.6,38.61,39.9,17233400,5
3,41.02,41.77,40.16,41.15,45474900,5
4,38.5,41.78,38.45,41.45,88637600,5
5,37.15,38.4,36.61,38.4,133074600,5
6,37.65,38.15,36.21,37.2,115835000,5
7,41.35,41.39,37.7,37.8,30032300,5
8,40.73,41.39,40.32,41.35,46415900,5
9,40.95,41.34,39.9,40.55,68480000,5
10,38.23,40.85,37.73,40.65,16764700,5
11,38.68,38.99,37.57,38.2,109754000,5
12,38.26,39.45,37.34,39.45,74242000,5
13,36.85,38.62,34.49,38.6,162875200,5
14,37.25,37.849,34.72,35.9,163159800,5
15,37.11,38.85,36.95,37.25,92776200,5
16,38.09,38.46,36.15,36.9,84856800,5
17,39.45,39.65,38,38.05,109233000,5
18,40.6,41.84,39.471,39.8,132218500,5
19,40.19,41.44,39.91,41,113263300,5
20,37.87,40.55,36.83,40.25,149569100,5
a1017349200,37.4,38.23,37,38.12,82349300,5
a1018040400,37.1,37.8,36,37.05,92332700,5
TIMEZONE_OFFSET=-240
a1018641600,33.55,37.36,33,36.5,184207000,5
1,33.7,34.15,31.64,33.1,187452700,5
2,31.5,33.98,31.48,33.55,110270300,5
3,31.7,31.9,30.15,31.75,127766900,5
4,30.65,33.02,30.51,31.55,136466000,5
5,33.45,33.45,30.4,30.55,32578900,5
6,32.6,33.2,31.5,33,14137700,5
7,31.14,32.84,30.75,32.75,70908000,5
8,30.2,31.15,28.4,31.14,137954200,5
9,29.7,30.45,28.88,30.15,125653700,5
10,28.95,31.4,28.75,30,122429400,5
11,29.05,30.25,27.42,28.55,176661700,5
12,29.69,29.75,26.9,29.06,107237500,5
13,28.6,29.93,26.4,29.7,177473500,5
14,26.52,28.64,25.25,28.35,174534900,5
15,27.8,27.88,23.02,26.1,226594600,5
16,29.5,32.29,28.49,28.49,204588700,5
17,32.4,32.55,28.27,29.12,150885600,5
18,31.55,32.41,29.8,31.83,133818000,5
19,32.25,34.95,31.5,31.55,16280000,5
20,30.15,32.75,29.989,32.35,99789800,5
21,28.3,30,27.94,30,98093600,5
22,27.05,29.7,26.95,28.15,36261100,5
23,26.75,28.94,26.02,27.1,130096000,5
24,24.47,28.016,24.34,26.35,193052000,5
25,24.01,26.2,23.51,23.75,177178000,5
26,24.21,24.91,21.4,24.02,247472400,5
27,26.65,26.95,23.898,23.9,141612000,5
28,26.24,27.21,25.65,26.2,125380600,5
TIMEZONE_OFFSET=-300
a1036184400,25.95,26.9,24.9,26.72,126605900,5
1,25.1,27.05,24.63,26.59,123952700,5
2,23.86,25.15,23.462,25.05,144533400,5
3,26.45,26.89,23.2,23.9,181650900,5
4,27.1,27.49,26.165,26.39,84144700,5
5,26.05,27.98,25.21,27.47,101299200,5
6,25.5,26.72,25.25,25.61,88586200,5
7,25.95,26.65,25.1,25.6,107373000,5
8,24.7,26,24.54,25.55,60622600,5
9,25.4,25.6,24.1,24.85,79144000,4
10,25.65,26.26,25.35,25.35,100207000,5
11,24.88,25.98,24.3,25.99,108241500,5
12,23.06,25.03,23.01,24.77,92149900,4
13,23.14,23.76,22.45,22.9,124552100,5
14,22.7,23.75,22.46,23.35,108158900,5
15,22.48,22.82,21.3,22.7,112772600,5
16,23.8,24.01,22.54,22.55,88985700,6
17,24.05,24.2,22.9,24.15,114334000,5
18,24.3,24.5,23.24,24.23,108124000,5
19,25.65,25.67,23.16,24.2,133055000,5
20,28,28,24.75,25.23,149413300,5
21,26.03,27.95,25.94,26.85,108748000,5
22,27.63,27.9,25.32,25.36,118994100,5
TIMEZONE_OFFSET=-240
a1050091200,27.36,28.69,26.9,28.5,105506200,5
a1050609600,28.49,28.53,27.27,27.45,69255100,5
a1051300800,29.11,29.5,27.47,28.5,91118500,5
1,29.08,29.78,27.5,28.7,103969500,5
2,29,29.34,28.08,29.15,84566400,5
3,27.85,29.07,27.85,28.88,93395800,5
4,27.64,27.992,27.35,27.8,82479900,5
5,28.7,28.95,27.42,27.5,84130100,4
6,30.3,30.52,28.75,28.83,101269900,5
7,30.65,31.2,30.04,30.3,82388500,5
8,30.01,31.66,29.61,30.65,131437400,5
9,28.62,30.265,28.53,29.94,86868900,5
a1057262400,28.55,28.99,28.08,28.9,74261300,5
a1057953600,28.12,29.5,27.985,28.8,120428300,5
1,27.78,28.74,26.9,28.5,112840300,5
2,28.43,28.49,27,27.78,96152200,5
3,28.46,28.98,27.7,28.5,94905500,5
4,28.08,28.6,27.18,28.51,72348100,5
5,28.78,28.975,27.85,28.05,74876700,5
6,29.88,30.39,28.2,29,107964200,5
7,29.57,29.95,28.59,29.78,64459000,5
8,31.04,31.35,29.575,29.7,96228400,4
9,31.53,31.65,30.6,31.1,86287200,5
10,31.93,32.42,31.23,31.5,76768800,5
11,29.87,31.9,29.31,31.67,73250900,5
12,30.82,31.3,29.62,30.15,94556100,5
13,29.32,31.99,29.2,30.99,93344500,5
14,28.55,29.97,28.42,29.55,95688300,5
15,28.3,29,28,28.8,68339300,5
TIMEZONE_OFFSET=-300
a1067634000,29.01,29.25,28.13,28.32,73337200,5
1,28.12,29.26,28.06,29,72283582,5
2,27.88,29.31,27.85,28.18,81262500,5
3,28.56,29.95,27.37,27.76,134465500,5
a1070042400,28.67,29.13,28.53,28.75,39831300,4
a1070658000,29.1,29.7,28.78,29,82826500,5
1,30.11,30.45,29.15,29.25,83258900,5
2,30.89,31,30.11,31,99428500,5
3,30.72,31.29,30.7,30.8,42615400,4
4,31.12,31.58,30.52,30.81,51815800,4
5,31.8,32.25,31.11,31.25,78650500,5
6,33.35,33.47,31.36,31.9,115540700,5
7,33.21,34.039,33.03,33.71,64137000,4
8,33.63,34.57,33.415,33.14,85925800,5
9,33.18,33.99,32.9,33.74,73589400,5
10,32.72,33.35,32.35,33.45,77591200,5
11,32.7,33.24,32.5,33,47781300,4
12,32.52,33.66,32.52,32.9,75842100,5
13,32.77,33.48,32.41,32.67,68009600,5
14,30.6,32.5,30.42,32.49,154242700,5
15,30.14,30.94,30.1,30.61,125316800,5
16,30.1,30.9,28.88,29.95,232424000,5
17,31.06,31.15,30.31,30.58,211454500,5
TIMEZONE_OFFSET=-240
a1081454400,31.41,31.83,30.97,31,132566100,5
a1082145600,31.23,31.74,30.15,31.55,111477200,5
1,30.69,31.2,30.04,31.18,87999600,5
2,29.95,31.04,29.8,30.85,94012600,5
3,30,30.71,29.62,30.12,72387800,5
4,30.16,30.45,29.55,29.75,92231700,5
5,30.65,30.9,29.683,29.7,88293100,5
6,31.12,31.44,30.56,30.94,78774500,5
7,31.23,31.36,30.82,31,70169700,4
a1086897600,31.49,31.7,31.15,31.48,74795300,5
a1087588800,32.58,32.69,30.56,31.35,153018900,5
1,32.18,33.49,32.18,32.58,206141400,5
2,31.67,32.83,31.64,32.8,133893200,5
3,32.17,32.25,31.5,31.6,85767800,4
4,33.09,33.62,32.01,32.22,131730900,5
5,32.52,33.45,32.12,33.3,91924200,5
6,33.25,33.46,32.02,32.67,90449700,5
7,31.52,33.35,31.42,32.65,86912200,5
8,31.89,32.24,31.49,31.53,74295500,5
9,32.65,32.8,31.82,31.87,76527500,5
10,32.77,32.99,32.41,32.68,61991400,5
11,32.84,33.16,32.31,32.63,64348800,5
12,33.88,34.03,33.03,33.05,88196600,4
13,34.22,34.24,33.49,33.88,81850400,5
14,33.41,34.53,33.21,34.3,83609700,5
15,33.97,33.99,33.01,33.31,82850300,5
16,33.74,34.4,33.5,34.15,74522300,5
17,33.55,34.28,33.4,33.91,63848400,5
18,32.95,34.1,32.74,33.4,81166900,5
19,34.12,34.15,32.65,32.57,84143400,5
TIMEZONE_OFFSET=-300
a1099688400,35.19,35.4,33.81,34.1,94921700,5
1,36.25,36.25,34.92,35.09,79494000,5
2,36.27,36.86,35.85,36.25,83639400,5
a1101492000,35.44,36.27,35.44,36.25,61078200,4
a1102107600,35.83,36.09,35.12,35.57,97684900,5
1,36.69,36.81,35.2728,35.65,94797700,5
2,36.75,37.75,36.26,36.85,134003900,5
a1103835600,36.77,37.24,36.66,36.92,61519500,5
a1104526800,36.5,36.94,36.4,36.85,57724300,5
1,36,36.89,35.85,36.71,94193200,6
2,35.52,36.14,35.1,35.88,89692400,5
3,35.13,35.98,35.07,35.28,78992300,4
4,35.75,36.1,34.95,35.22,103136900,5
5,36.25,36.38,35.89,35.95,81008400,5
6,36.23,36.53,35.87,36.05,79895600,5
7,35.88,36.61,35.69,36.23,79642100,5
8,35.62,35.91,35.05,35.59,71858200,4
9,36.12,36.23,35.06,35.42,92086300,5
10,35.82,36.28,35.7,36.12,68677300,5
11,35.88,36.48,35.27,35.8,110808000,5
a1111698000,35.73,36.19,35.38,35.73,75778400,5
a1112389200,35.47,36.22,35.43,35.9,89715500,5
TIMEZONE_OFFSET=-240
a1112990400,35.74,35.96,35.02,35.52,82215600,5
1,35.75,36.49,35.4,35.8,119095800,5
2,36.1,36.38,35.35,35.75,110726500,5
3,36.2,36.6,35.61,36.35,98488500,5
4,35.85,36.34,35.73,36.08,91419600,5
5,35.7,36.31,35.56,35.84,82641200,5
6,37,37.07,35.8,35.85,84685400,5
7,36.88,37.34,36.76,36.83,60288300,5
8,36.7,37.01,36.46,36.88,68097900,4
9,36.63,37.13,36.36,36.65,67670000,5
10,36.5,36.86,36.06,36.62,99080000,5
11,34.78,36.41,34.15,36.32,180711800,5
12,34.74,35.38,34.55,34.72,127576800,5
13,34.99,35.12,33.93,34.63,109226700,4
14,35.53,35.78,34.95,35.19,129338100,5
15,35.07,35.49,34.87,35.38,89451500,5
16,34.5,35.2,34.49,35.2,87219900,5
17,33.81,34.62,33.75,34.57,93913900,5
18,34.25,34.56,33.7,33.85,91003300,5
19,33.95,34.381,33.86,34.12,73722900,5
20,33.38,34.24,33.31,34.07,82533000,5
21,33.33,33.68,32.85,33.17,119689000,5
22,33.98,34.23,33.45,33.45,86735200,4
23,34.47,34.58,33.99,34,121091000,5
24,33.4,34.3296,33.16,34.3,102141600,5
25,33.67,33.84,33.08,33.58,101457800,5
26,34.22,34.3,32.67,33.6,136580800,5
27,34.34,34.48,33.58,34.23,102311900,5
28,33.73,34.5,33.65,34.21,110038400,5
29,34.05,34.2,33.41,33.76,97936500,5
TIMEZONE_OFFSET=-300
a1131138000,34.02,34.15,33.51,34,105332700,5
1,34.65,34.78,33.71,34.1,90471100,5
2,35.75,35.8,34.29,34.66,120966000,5
a1132941600,36.2,36.34,35.6532,35.76,86588100,4
a1133557200,35.5,36.23,35.26,36.2,113137100,5
1,35.53,36.1,35.27,35.42,118227800,5
2,36.06,36.26,35.35,35.66,129787900,5
3,35.42,36.25,35.17,36,93119200,5
4,35.05,35.6,34.95,35.57,68068400,4
5,35.47,35.53,34.8,35.1,98184400,4
6,35.1,35.55,34.8,35.4,103536700,5
7,33.37,35.63,33.22,35.63,153795500,4
8,32.95,33.67,32.65,33.53,228859400,5
9,32.85,33.29,32.63,32.9,169454400,5
10,33.28,33.37,32.21,32.85,139605500,5
11,33.61,33.61,33.04,33.2,117349400,5
12,33.14,33.75,33.02,33.61,86062500,4
13,33.06,33.35,32.58,33.22,122283400,5
14,33.65,33.68,32.95,33.06,118223000,5
15,34.51,34.76,33.43,33.66,147806800,5
16,33.95,34.7,33.89,34.54,87384700,5
17,34.78,35,33.49,33.87,144809000,5
TIMEZONE_OFFSET=-240
a1144440000,34.03,34.99,34.01,34.79,107368300,5
a1144958400,33.89,34.53,33.61,34.06,109811900,5
a1145649600,33.97,34.32,33.07,33.76,147996400,5
